year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1971,24,0,other external,15-17 yrs,55,233156,15.983994,0,.074074075,1.28,.28,1.4400001,3,23.589357
1971,24,0,internal,15-17 yrs,88,233156,15.983994,0,.074074075,1.28,.28,1.4400001,3,37.74297
1971,24,0,all,18-20 yrs,291,214695,18.980204,0,.074074075,1.28,.28,1.4400001,3,135.54112
1971,24,0,MVA,18-20 yrs,78,214695,18.980204,0,.074074075,1.28,.28,1.4400001,3,36.330608
1971,24,0,suicide,18-20 yrs,23,214695,18.980204,0,.074074075,1.28,.28,1.4400001,3,10.712872
1971,24,0,homicide,18-20 yrs,44,214695,18.980204,0,.074074075,1.28,.28,1.4400001,3,20.49419
1971,24,0,other external,18-20 yrs,43,214695,18.980204,0,.074074075,1.28,.28,1.4400001,3,20.028412
1971,24,0,internal,18-20 yrs,103,214695,18.980204,0,.074074075,1.28,.28,1.4400001,3,47.975033
1971,24,0,all,21-24 yrs,406,272841,22.578503,1,.074074075,1.28,.28,1.4400001,3,148.80461
1971,24,0,MVA,21-24 yrs,103,272841,22.578503,1,.074074075,1.28,.28,1.4400001,3,37.750923
1971,24,0,suicide,21-24 yrs,26,272841,22.578503,1,.074074075,1.28,.28,1.4400001,3,9.5293598
1971,24,0,homicide,21-24 yrs,68,272841,22.578503,1,.074074075,1.28,.28,1.4400001,3,24.922941
1971,24,0,other external,21-24 yrs,59,272841,22.578503,1,.074074075,1.28,.28,1.4400001,3,21.624315
1971,24,0,internal,21-24 yrs,150,272841,22.578503,1,.074074075,1.28,.28,1.4400001,3,54.977074
1972,24,0,MVA,15-17 yrs,70,241832,15.977654,0,.21531102,1.25,.30000001,1.4,2.95,28.945715
1972,24,0,suicide,15-17 yrs,14,241832,15.977654,0,.21531102,1.25,.30000001,1.4,2.95,5.7891431
1972,24,0,homicide,15-17 yrs,10,241832,15.977654,0,.21531102,1.25,.30000001,1.4,2.95,4.1351023
1972,24,0,other external,15-17 yrs,46,241832,15.977654,0,.21531102,1.25,.30000001,1.4,2.95,19.021469
1972,24,0,internal,15-17 yrs,92,241832,15.977654,0,.21531102,1.25,.30000001,1.4,2.95,38.042938
1972,24,0,all,18-20 yrs,286,224533,18.984568,0,.21531102,1.25,.30000001,1.4,2.95,127.37549
1972,24,0,MVA,18-20 yrs,76,224533,18.984568,0,.21531102,1.25,.30000001,1.4,2.95,33.84803
1972,24,0,suicide,18-20 yrs,6,224533,18.984568,0,.21531102,1.25,.30000001,1.4,2.95,2.6722131
1972,24,0,homicide,18-20 yrs,50,224533,18.984568,0,.21531102,1.25,.30000001,1.4,2.95,22.268442
1972,24,0,other external,18-20 yrs,60,224533,18.984568,0,.21531102,1.25,.30000001,1.4,2.95,26.72213
1972,24,0,internal,18-20 yrs,94,224533,18.984568,0,.21531102,1.25,.30000001,1.4,2.95,41.86467
1972,24,0,all,21-24 yrs,466,263875,22.506516,1,.21531102,1.25,.30000001,1.4,2.95,176.59877
1972,24,0,MVA,21-24 yrs,136,263875,22.506516,1,.21531102,1.25,.30000001,1.4,2.95,51.539555
1972,24,0,suicide,21-24 yrs,54,263875,22.506516,1,.21531102,1.25,.30000001,1.4,2.95,20.464235
1972,24,0,homicide,21-24 yrs,84,263875,22.506516,1,.21531102,1.25,.30000001,1.4,2.95,31.833254
1972,24,0,other external,21-24 yrs,52,263875,22.506516,1,.21531102,1.25,.30000001,1.4,2.95,19.706301
1972,24,0,internal,21-24 yrs,140,263875,22.506516,1,.21531102,1.25,.30000001,1.4,2.95,53.055424
1973,24,0,MVA,15-17 yrs,76,247673,15.977798,0,.2027027,1.29,.30000001,1.42,3.02,30.685621
1973,24,0,suicide,15-17 yrs,7,247673,15.977798,0,.2027027,1.29,.30000001,1.42,3.02,2.8263073
1973,24,0,homicide,15-17 yrs,18,247673,15.977798,0,.2027027,1.29,.30000001,1.42,3.02,7.2676473
1973,24,0,other external,15-17 yrs,56,247673,15.977798,0,.2027027,1.29,.30000001,1.42,3.02,22.610458
1973,24,0,internal,15-17 yrs,67,247673,15.977798,0,.2027027,1.29,.30000001,1.42,3.02,27.051798
1973,24,0,all,18-20 yrs,306,232895,18.995375,0,.2027027,1.29,.30000001,1.42,3.02,131.38968
1973,24,0,MVA,18-20 yrs,99,232895,18.995375,0,.2027027,1.29,.30000001,1.42,3.02,42.508427
1973,24,0,suicide,18-20 yrs,28,232895,18.995375,0,.2027027,1.29,.30000001,1.42,3.02,12.022585
1973,24,0,homicide,18-20 yrs,43,232895,18.995375,0,.2027027,1.29,.30000001,1.42,3.02,18.463257
1973,24,0,other external,18-20 yrs,55,232895,18.995375,0,.2027027,1.29,.30000001,1.42,3.02,23.615793
1973,24,0,internal,18-20 yrs,81,232895,18.995375,0,.2027027,1.29,.30000001,1.42,3.02,34.779621
1973,24,0,all,21-24 yrs,371,266433,22.458208,1,.2027027,1.29,.30000001,1.42,3.02,139.24701
1973,24,0,MVA,21-24 yrs,88,266433,22.458208,1,.2027027,1.29,.30000001,1.42,3.02,33.028942
1973,24,0,suicide,21-24 yrs,43,266433,22.458208,1,.2027027,1.29,.30000001,1.42,3.02,16.139141
1973,24,0,homicide,21-24 yrs,65,266433,22.458208,1,.2027027,1.29,.30000001,1.42,3.02,24.396378
1973,24,0,other external,21-24 yrs,51,266433,22.458208,1,.2027027,1.29,.30000001,1.42,3.02,19.141773
1973,24,0,internal,21-24 yrs,124,266433,22.458208,1,.2027027,1.29,.30000001,1.42,3.02,46.540783
1974,24,.50410956,MVA,15-17 yrs,71,252783,15.99447,0,.18255579,1.34,.31999999,1.45,3.0999999,28.087332
1974,24,.50410956,suicide,15-17 yrs,15,252783,15.99447,0,.18255579,1.34,.31999999,1.45,3.0999999,5.9339433
1974,24,.50410956,homicide,15-17 yrs,20,252783,15.99447,0,.18255579,1.34,.31999999,1.45,3.0999999,7.9119244
1974,24,.50410956,other external,15-17 yrs,47,252783,15.99447,0,.18255579,1.34,.31999999,1.45,3.0999999,18.593023
1974,24,.50410956,internal,15-17 yrs,66,252783,15.99447,0,.18255579,1.34,.31999999,1.45,3.0999999,26.10935
1974,24,.50410956,all,18-20 yrs,330,236828,19.000824,.50410956,.18255579,1.34,.31999999,1.45,3.0999999,139.34163
1974,24,.50410956,MVA,18-20 yrs,126,236828,19.000824,.50410956,.18255579,1.34,.31999999,1.45,3.0999999,53.203167
1974,24,.50410956,suicide,18-20 yrs,29,236828,19.000824,.50410956,.18255579,1.34,.31999999,1.45,3.0999999,12.245173
1974,24,.50410956,homicide,18-20 yrs,43,236828,19.000824,.50410956,.18255579,1.34,.31999999,1.45,3.0999999,18.156637
1974,24,.50410956,other external,18-20 yrs,41,236828,19.000824,.50410956,.18255579,1.34,.31999999,1.45,3.0999999,17.312141
1974,24,.50410956,internal,18-20 yrs,91,236828,19.000824,.50410956,.18255579,1.34,.31999999,1.45,3.0999999,38.424511
1974,24,.50410956,all,21-24 yrs,394,275571,22.433622,1,.18255579,1.34,.31999999,1.45,3.0999999,142.97586
1974,24,.50410956,MVA,21-24 yrs,83,275571,22.433622,1,.18255579,1.34,.31999999,1.45,3.0999999,30.11928
1974,24,.50410956,suicide,21-24 yrs,47,275571,22.433622,1,.18255579,1.34,.31999999,1.45,3.0999999,17.055496
1974,24,.50410956,homicide,21-24 yrs,71,275571,22.433622,1,.18255579,1.34,.31999999,1.45,3.0999999,25.764685
1974,24,.50410956,other external,21-24 yrs,60,275571,22.433622,1,.18255579,1.34,.31999999,1.45,3.0999999,21.772974
1974,24,.50410956,internal,21-24 yrs,133,275571,22.433622,1,.18255579,1.34,.31999999,1.45,3.0999999,48.263424
1975,24,1,MVA,15-17 yrs,70,253184,16.001753,0,.16728625,1.35,.33000001,1.46,3.1400001,27.647877
1975,24,1,suicide,15-17 yrs,11,253184,16.001753,0,.16728625,1.35,.33000001,1.46,3.1400001,4.3446665
1975,24,1,homicide,15-17 yrs,38,253184,16.001753,0,.16728625,1.35,.33000001,1.46,3.1400001,15.008847
1975,24,1,other external,15-17 yrs,43,253184,16.001753,0,.16728625,1.35,.33000001,1.46,3.1400001,16.983696
1975,24,1,internal,15-17 yrs,66,253184,16.001753,0,.16728625,1.35,.33000001,1.46,3.1400001,26.067999
1975,24,1,all,18-20 yrs,268,241210,18.99338,1,.16728625,1.35,.33000001,1.46,3.1400001,111.10651
1975,24,1,MVA,18-20 yrs,93,241210,18.99338,1,.16728625,1.35,.33000001,1.46,3.1400001,38.555614
1975,24,1,suicide,18-20 yrs,19,241210,18.99338,1,.16728625,1.35,.33000001,1.46,3.1400001,7.8769536
1975,24,1,homicide,18-20 yrs,42,241210,18.99338,1,.16728625,1.35,.33000001,1.46,3.1400001,17.412214
1975,24,1,other external,18-20 yrs,52,241210,18.99338,1,.16728625,1.35,.33000001,1.46,3.1400001,21.557978
1975,24,1,internal,18-20 yrs,62,241210,18.99338,1,.16728625,1.35,.33000001,1.46,3.1400001,25.703743
1975,24,1,all,21-24 yrs,380,287419,22.446289,1,.16728625,1.35,.33000001,1.46,3.1400001,132.21117
1975,24,1,MVA,21-24 yrs,103,287419,22.446289,1,.16728625,1.35,.33000001,1.46,3.1400001,35.836182
1975,24,1,suicide,21-24 yrs,43,287419,22.446289,1,.16728625,1.35,.33000001,1.46,3.1400001,14.960737
1975,24,1,homicide,21-24 yrs,71,287419,22.446289,1,.16728625,1.35,.33000001,1.46,3.1400001,24.702612
1975,24,1,other external,21-24 yrs,67,287419,22.446289,1,.16728625,1.35,.33000001,1.46,3.1400001,23.310915
1975,24,1,internal,21-24 yrs,96,287419,22.446289,1,.16728625,1.35,.33000001,1.46,3.1400001,33.400715
1976,24,1,MVA,15-17 yrs,60,253518,15.99473,0,.15817223,1.34,.33000001,1.45,3.1199999,23.666958
1976,24,1,suicide,15-17 yrs,17,253518,15.99473,0,.15817223,1.34,.33000001,1.45,3.1199999,6.7056384
1976,24,1,homicide,15-17 yrs,11,253518,15.99473,0,.15817223,1.34,.33000001,1.45,3.1199999,4.3389425
1976,24,1,other external,15-17 yrs,32,253518,15.99473,0,.15817223,1.34,.33000001,1.45,3.1199999,12.622378
1976,24,1,internal,15-17 yrs,63,253518,15.99473,0,.15817223,1.34,.33000001,1.45,3.1199999,24.850306
1976,24,1,all,18-20 yrs,276,244601,18.992849,1,.15817223,1.34,.33000001,1.45,3.1199999,112.83682
1976,24,1,MVA,18-20 yrs,104,244601,18.992849,1,.15817223,1.34,.33000001,1.45,3.1199999,42.518223
1976,24,1,suicide,18-20 yrs,37,244601,18.992849,1,.15817223,1.34,.33000001,1.45,3.1199999,15.126676
1976,24,1,homicide,18-20 yrs,17,244601,18.992849,1,.15817223,1.34,.33000001,1.45,3.1199999,6.9500942
1976,24,1,other external,18-20 yrs,45,244601,18.992849,1,.15817223,1.34,.33000001,1.45,3.1199999,18.397308
1976,24,1,internal,18-20 yrs,73,244601,18.992849,1,.15817223,1.34,.33000001,1.45,3.1199999,29.844522
1976,24,1,all,21-24 yrs,341,296974,22.461464,1,.15817223,1.34,.33000001,1.45,3.1199999,114.82487
1976,24,1,MVA,21-24 yrs,97,296974,22.461464,1,.15817223,1.34,.33000001,1.45,3.1199999,32.662792
1976,24,1,suicide,21-24 yrs,36,296974,22.461464,1,.15817223,1.34,.33000001,1.45,3.1199999,12.122273
1976,24,1,homicide,21-24 yrs,66,296974,22.461464,1,.15817223,1.34,.33000001,1.45,3.1199999,22.224167
1976,24,1,other external,21-24 yrs,59,296974,22.461464,1,.15817223,1.34,.33000001,1.45,3.1199999,19.86706
1976,24,1,internal,21-24 yrs,83,296974,22.461464,1,.15817223,1.34,.33000001,1.45,3.1199999,27.948574
1977,24,1,MVA,15-17 yrs,76,252641,15.997451,0,.14851487,1.37,.30000001,1.39,3.05,30.082212
1977,24,1,suicide,15-17 yrs,14,252641,15.997451,0,.14851487,1.37,.30000001,1.39,3.05,5.54146
1977,24,1,homicide,15-17 yrs,12,252641,15.997451,0,.14851487,1.37,.30000001,1.39,3.05,4.7498231
1977,24,1,other external,15-17 yrs,31,252641,15.997451,0,.14851487,1.37,.30000001,1.39,3.05,12.270376
1977,24,1,internal,15-17 yrs,44,252641,15.997451,0,.14851487,1.37,.30000001,1.39,3.05,17.416018
1977,24,1,all,18-20 yrs,276,246096,19.008167,1,.14851487,1.37,.30000001,1.39,3.05,112.15135
1977,24,1,MVA,18-20 yrs,93,246096,19.008167,1,.14851487,1.37,.30000001,1.39,3.05,37.790131
1977,24,1,suicide,18-20 yrs,47,246096,19.008167,1,.14851487,1.37,.30000001,1.39,3.05,19.098238
1977,24,1,homicide,18-20 yrs,25,246096,19.008167,1,.14851487,1.37,.30000001,1.39,3.05,10.158637
1977,24,1,other external,18-20 yrs,43,246096,19.008167,1,.14851487,1.37,.30000001,1.39,3.05,17.472857
1977,24,1,internal,18-20 yrs,68,246096,19.008167,1,.14851487,1.37,.30000001,1.39,3.05,27.631493
1977,24,1,all,21-24 yrs,373,303287,22.481323,1,.14851487,1.37,.30000001,1.39,3.05,122.98582
1977,24,1,MVA,21-24 yrs,104,303287,22.481323,1,.14851487,1.37,.30000001,1.39,3.05,34.290951
1977,24,1,suicide,21-24 yrs,52,303287,22.481323,1,.14851487,1.37,.30000001,1.39,3.05,17.145475
1977,24,1,homicide,21-24 yrs,49,303287,22.481323,1,.14851487,1.37,.30000001,1.39,3.05,16.156315
1977,24,1,other external,21-24 yrs,64,303287,22.481323,1,.14851487,1.37,.30000001,1.39,3.05,21.102125
1977,24,1,internal,21-24 yrs,104,303287,22.481323,1,.14851487,1.37,.30000001,1.39,3.05,34.290951
1978,24,1,MVA,15-17 yrs,80,250914,16.009254,0,.13803682,1.41,.31,1.38,3.0899999,31.883434
1978,24,1,suicide,15-17 yrs,15,250914,16.009254,0,.13803682,1.41,.31,1.38,3.0899999,5.9781437
1978,24,1,homicide,15-17 yrs,13,250914,16.009254,0,.13803682,1.41,.31,1.38,3.0899999,5.1810579
1978,24,1,other external,15-17 yrs,23,250914,16.009254,0,.13803682,1.41,.31,1.38,3.0899999,9.1664877
1978,24,1,internal,15-17 yrs,38,250914,16.009254,0,.13803682,1.41,.31,1.38,3.0899999,15.144631
1978,24,1,all,18-20 yrs,285,243407,19.014769,1,.13803682,1.41,.31,1.38,3.0899999,117.08784
1978,24,1,MVA,18-20 yrs,112,243407,19.014769,1,.13803682,1.41,.31,1.38,3.0899999,46.013466
1978,24,1,suicide,18-20 yrs,27,243407,19.014769,1,.13803682,1.41,.31,1.38,3.0899999,11.092532
1978,24,1,homicide,18-20 yrs,37,243407,19.014769,1,.13803682,1.41,.31,1.38,3.0899999,15.200877
1978,24,1,other external,18-20 yrs,41,243407,19.014769,1,.13803682,1.41,.31,1.38,3.0899999,16.844215
1978,24,1,internal,18-20 yrs,68,243407,19.014769,1,.13803682,1.41,.31,1.38,3.0899999,27.936749
1978,24,1,all,21-24 yrs,376,308550,22.479265,1,.13803682,1.41,.31,1.38,3.0899999,121.86031
1978,24,1,MVA,21-24 yrs,116,308550,22.479265,1,.13803682,1.41,.31,1.38,3.0899999,37.595203
1978,24,1,suicide,21-24 yrs,63,308550,22.479265,1,.13803682,1.41,.31,1.38,3.0899999,20.418085
1978,24,1,homicide,21-24 yrs,41,308550,22.479265,1,.13803682,1.41,.31,1.38,3.0899999,13.28796
1978,24,1,other external,21-24 yrs,58,308550,22.479265,1,.13803682,1.41,.31,1.38,3.0899999,18.797602
1978,24,1,internal,21-24 yrs,98,308550,22.479265,1,.13803682,1.41,.31,1.38,3.0899999,31.761465
1979,24,1,MVA,15-17 yrs,56,247490,16.001499,0,.12396695,1.4299999,.31,1.39,3.1400001,22.627176
1979,24,1,suicide,15-17 yrs,16,247490,16.001499,0,.12396695,1.4299999,.31,1.39,3.1400001,6.4649076
1979,24,1,homicide,15-17 yrs,15,247490,16.001499,0,.12396695,1.4299999,.31,1.39,3.1400001,6.0608511
1979,24,1,other external,15-17 yrs,21,247490,16.001499,0,.12396695,1.4299999,.31,1.39,3.1400001,8.4851913
1979,24,1,internal,15-17 yrs,39,247490,16.001499,0,.12396695,1.4299999,.31,1.39,3.1400001,15.758212
1979,24,1,all,18-20 yrs,243,241050,19.007174,1,.12396695,1.4299999,.31,1.39,3.1400001,100.80896
1979,24,1,MVA,18-20 yrs,98,241050,19.007174,1,.12396695,1.4299999,.31,1.39,3.1400001,40.655464
1979,24,1,suicide,18-20 yrs,23,241050,19.007174,1,.12396695,1.4299999,.31,1.39,3.1400001,9.5415888
1979,24,1,homicide,18-20 yrs,36,241050,19.007174,1,.12396695,1.4299999,.31,1.39,3.1400001,14.934661
1979,24,1,other external,18-20 yrs,24,241050,19.007174,1,.12396695,1.4299999,.31,1.39,3.1400001,9.9564409
1979,24,1,internal,18-20 yrs,62,241050,19.007174,1,.12396695,1.4299999,.31,1.39,3.1400001,25.720804
1979,24,1,all,21-24 yrs,379,312035,22.480362,1,.12396695,1.4299999,.31,1.39,3.1400001,121.46073
1979,24,1,MVA,21-24 yrs,109,312035,22.480362,1,.12396695,1.4299999,.31,1.39,3.1400001,34.93198
1979,24,1,suicide,21-24 yrs,57,312035,22.480362,1,.12396695,1.4299999,.31,1.39,3.1400001,18.267181
1979,24,1,homicide,21-24 yrs,51,312035,22.480362,1,.12396695,1.4299999,.31,1.39,3.1400001,16.34432
1979,24,1,other external,21-24 yrs,60,312035,22.480362,1,.12396695,1.4299999,.31,1.39,3.1400001,19.228613
1979,24,1,internal,21-24 yrs,102,312035,22.480362,1,.12396695,1.4299999,.31,1.39,3.1400001,32.688641
1980,24,1,MVA,15-17 yrs,73,244876,16.008755,0,.10922331,1.42,.33000001,1.35,3.0899999,29.811007
1980,24,1,suicide,15-17 yrs,14,244876,16.008755,0,.10922331,1.42,.33000001,1.35,3.0899999,5.7171793
1980,24,1,homicide,15-17 yrs,21,244876,16.008755,0,.10922331,1.42,.33000001,1.35,3.0899999,8.5757694
1980,24,1,other external,15-17 yrs,25,244876,16.008755,0,.10922331,1.42,.33000001,1.35,3.0899999,10.209249
1980,24,1,internal,15-17 yrs,47,244876,16.008755,0,.10922331,1.42,.33000001,1.35,3.0899999,19.193388
1980,24,1,all,18-20 yrs,281,240174,19.001999,1,.10922331,1.42,.33000001,1.35,3.0899999,116.99851
1980,24,1,MVA,18-20 yrs,111,240174,19.001999,1,.10922331,1.42,.33000001,1.35,3.0899999,46.216492
1980,24,1,suicide,18-20 yrs,22,240174,19.001999,1,.10922331,1.42,.33000001,1.35,3.0899999,9.1600256
1980,24,1,homicide,18-20 yrs,41,240174,19.001999,1,.10922331,1.42,.33000001,1.35,3.0899999,17.070957
1980,24,1,other external,18-20 yrs,35,240174,19.001999,1,.10922331,1.42,.33000001,1.35,3.0899999,14.572768
1980,24,1,internal,18-20 yrs,72,240174,19.001999,1,.10922331,1.42,.33000001,1.35,3.0899999,29.978266
1980,24,1,all,21-24 yrs,405,312906,22.491381,1,.10922331,1.42,.33000001,1.35,3.0899999,129.43184
1980,24,1,MVA,21-24 yrs,124,312906,22.491381,1,.10922331,1.42,.33000001,1.35,3.0899999,39.628513
1980,24,1,suicide,21-24 yrs,49,312906,22.491381,1,.10922331,1.42,.33000001,1.35,3.0899999,15.659655
1980,24,1,homicide,21-24 yrs,61,312906,22.491381,1,.10922331,1.42,.33000001,1.35,3.0899999,19.494673
1980,24,1,other external,21-24 yrs,41,312906,22.491381,1,.10922331,1.42,.33000001,1.35,3.0899999,13.102977
1980,24,1,internal,21-24 yrs,130,312906,22.491381,1,.10922331,1.42,.33000001,1.35,3.0899999,41.546024
1981,24,1,MVA,15-17 yrs,59,238358,16.031218,0,.099009901,1.39,.34,1.33,3.0599999,24.752684
1981,24,1,suicide,15-17 yrs,9,238358,16.031218,0,.099009901,1.39,.34,1.33,3.0599999,3.7758329
1981,24,1,homicide,15-17 yrs,15,238358,16.031218,0,.099009901,1.39,.34,1.33,3.0599999,6.2930551
1981,24,1,other external,15-17 yrs,24,238358,16.031218,0,.099009901,1.39,.34,1.33,3.0599999,10.068888
1981,24,1,internal,15-17 yrs,43,238358,16.031218,0,.099009901,1.39,.34,1.33,3.0599999,18.040091
1981,24,1,all,18-20 yrs,284,242688,18.997524,1,.099009901,1.39,.34,1.33,3.0599999,117.02268
1981,24,1,MVA,18-20 yrs,110,242688,18.997524,1,.099009901,1.39,.34,1.33,3.0599999,45.325687
1981,24,1,suicide,18-20 yrs,23,242688,18.997524,1,.099009901,1.39,.34,1.33,3.0599999,9.4771891
1981,24,1,homicide,18-20 yrs,45,242688,18.997524,1,.099009901,1.39,.34,1.33,3.0599999,18.542326
1981,24,1,other external,18-20 yrs,35,242688,18.997524,1,.099009901,1.39,.34,1.33,3.0599999,14.421809
1981,24,1,internal,18-20 yrs,71,242688,18.997524,1,.099009901,1.39,.34,1.33,3.0599999,29.255671
1981,24,1,all,21-24 yrs,401,312867,22.512831,1,.099009901,1.39,.34,1.33,3.0599999,128.16948
1981,24,1,MVA,21-24 yrs,122,312867,22.512831,1,.099009901,1.39,.34,1.33,3.0599999,38.994205
1981,24,1,suicide,21-24 yrs,49,312867,22.512831,1,.099009901,1.39,.34,1.33,3.0599999,15.661607
1981,24,1,homicide,21-24 yrs,65,312867,22.512831,1,.099009901,1.39,.34,1.33,3.0599999,20.7756
1981,24,1,other external,21-24 yrs,43,312867,22.512831,1,.099009901,1.39,.34,1.33,3.0599999,13.743859
1981,24,1,internal,21-24 yrs,122,312867,22.512831,1,.099009901,1.39,.34,1.33,3.0599999,38.994205
1982,24,.95785904,MVA,15-17 yrs,61,227539,16.032148,0,.093264252,1.27,.31999999,1.17,2.77,26.808592
1982,24,.95785904,suicide,15-17 yrs,16,227539,16.032148,0,.093264252,1.27,.31999999,1.17,2.77,7.0317616
1982,24,.95785904,homicide,15-17 yrs,15,227539,16.032148,0,.093264252,1.27,.31999999,1.17,2.77,6.5922766
1982,24,.95785904,other external,15-17 yrs,16,227539,16.032148,0,.093264252,1.27,.31999999,1.17,2.77,7.0317616
1982,24,.95785904,internal,15-17 yrs,45,227539,16.032148,0,.093264252,1.27,.31999999,1.17,2.77,19.776829
1982,24,.95785904,all,18-20 yrs,252,244012,18.999147,.95785904,.093264252,1.27,.31999999,1.17,2.77,103.27361
1982,24,.95785904,MVA,18-20 yrs,94,244012,18.999147,.95785904,.093264252,1.27,.31999999,1.17,2.77,38.522697
1982,24,.95785904,suicide,18-20 yrs,24,244012,18.999147,.95785904,.093264252,1.27,.31999999,1.17,2.77,9.8355818
1982,24,.95785904,homicide,18-20 yrs,46,244012,18.999147,.95785904,.093264252,1.27,.31999999,1.17,2.77,18.851532
1982,24,.95785904,other external,18-20 yrs,33,244012,18.999147,.95785904,.093264252,1.27,.31999999,1.17,2.77,13.523925
1982,24,.95785904,internal,18-20 yrs,55,244012,18.999147,.95785904,.093264252,1.27,.31999999,1.17,2.77,22.539875
1982,24,.95785904,all,21-24 yrs,381,310322,22.510447,1,.093264252,1.27,.31999999,1.17,2.77,122.7757
1982,24,.95785904,MVA,21-24 yrs,100,310322,22.510447,1,.093264252,1.27,.31999999,1.17,2.77,32.224594
1982,24,.95785904,suicide,21-24 yrs,55,310322,22.510447,1,.093264252,1.27,.31999999,1.17,2.77,17.723526
1982,24,.95785904,homicide,21-24 yrs,66,310322,22.510447,1,.093264252,1.27,.31999999,1.17,2.77,21.26823
1982,24,.95785904,other external,21-24 yrs,51,310322,22.510447,1,.093264252,1.27,.31999999,1.17,2.77,16.434542
1982,24,.95785904,internal,21-24 yrs,109,310322,22.510447,1,.093264252,1.27,.31999999,1.17,2.77,35.124805
1983,24,.67795056,MVA,15-17 yrs,45,217562,16.025166,0,.090361454,1.34,.34999999,1.2,2.8900001,20.68376
1983,24,.67795056,suicide,15-17 yrs,15,217562,16.025166,0,.090361454,1.34,.34999999,1.2,2.8900001,6.8945866
1983,24,.67795056,homicide,15-17 yrs,17,217562,16.025166,0,.090361454,1.34,.34999999,1.2,2.8900001,7.8138647
1983,24,.67795056,other external,15-17 yrs,9,217562,16.025166,0,.090361454,1.34,.34999999,1.2,2.8900001,4.1367517
1983,24,.67795056,internal,15-17 yrs,39,217562,16.025166,0,.090361454,1.34,.34999999,1.2,2.8900001,17.925924
1983,24,.67795056,all,18-20 yrs,220,243588,19.020948,.67795056,.090361454,1.34,.34999999,1.2,2.8900001,90.316437
1983,24,.67795056,MVA,18-20 yrs,71,243588,19.020948,.67795056,.090361454,1.34,.34999999,1.2,2.8900001,29.147577
1983,24,.67795056,suicide,18-20 yrs,28,243588,19.020948,.67795056,.090361454,1.34,.34999999,1.2,2.8900001,11.494819
1983,24,.67795056,homicide,18-20 yrs,31,243588,19.020948,.67795056,.090361454,1.34,.34999999,1.2,2.8900001,12.726407
1983,24,.67795056,other external,18-20 yrs,32,243588,19.020948,.67795056,.090361454,1.34,.34999999,1.2,2.8900001,13.136936
1983,24,.67795056,internal,18-20 yrs,58,243588,19.020948,.67795056,.090361454,1.34,.34999999,1.2,2.8900001,23.810698
